<<<<<<< HEAD
Selection of zonal-annual-mean climate variables from ERA5 

 Reference for ERA5: Hersbach, H., Bell, B., Berrisford, P., Biavati, G., Horányi, A., Muñoz Sabater, J., Nicolas, J., Peubey, C., Radu, R., Rozum, I., Schepers, D., Simmons, A., Soci, C., Dee, D., Thépaut, J-N. (2023): ERA5 monthly averaged data on single levels from 1940 to present. Copernicus Climate Change Service (C3S) Climate Data Store (CDS), DOI: 10.24381/cds.f17050d7 (Accessed on 28-02-2024) 
 
Latitude	Surface Air Temperature (K)	Precipitation (kg m-2 s-1)	Snowfall (kg m-2 s-1)	Evaporation (kg m-2 s-1)	Incoming Shortwave Radiation TOA (W m-2)	Outgoing Shortwave Radiation TOA (W m-2)	Incoming Shortwave Radiation SFC (W m-2)	Outgoing Shortwave Radiation SFC (W m-2)	Outgoing Longwave Radiation TOA (W m-2)	Incoming Longwave Radiation SFC (W m-2)	Outgoing Longwave Radiation SFC (W m-2)
70.5	263.00850023345873	1.3555488409394992e-05	7.904167360238787e-06	-7.074050130196153e-06	195.51264170798314	-98.5699983982151	96.6502900414523	46.86825986399986	-199.78200112972428	235.73950431148035	275.6811236926087
70.75	262.8698019335883	1.3288489965844902e-05	7.8135340345596e-06	-7.123131166043158e-06	194.87076253148626	-98.72634137846326	96.24953548451666	47.18912669869679	-199.67000692298842	235.3559594965274	275.3225164304791
71.0	262.7596875737515	1.3170004665007409e-05	7.824801814310104e-06	-7.166841686452905e-06	194.24103903313542	-98.94627636852452	96.06183943177751	47.74406696468479	-199.57800883194827	234.82362776960014	275.0050243486241
71.25	262.56697998524476	1.289880003926312e-05	7.744641383008676e-06	-7.003068294131994e-06	193.62425261226525	-99.51472026054309	96.06899343214067	48.82780833768583	-199.3421410541664	234.14715138853475	274.10157717415854
71.5	262.4257631071105	1.265867761752738e-05	7.712534080346102e-06	-6.899870009838315e-06	193.0180855302669	-99.55186969743501	95.45786493174803	48.78838808671136	-199.12389963355065	233.63218504027915	273.3250879916434
71.75	262.2656094586923	1.2432984455558584e-05	7.674496166239418e-06	-6.744840110349633e-06	192.42269465604926	-100.02917763431584	95.0742859312184	49.4078949423771	-198.9610733437554	233.1341288217589	272.58709911263963
72.0	262.0470092627198	1.2245506504800394e-05	7.631458808275093e-06	-6.536204573932202e-06	191.83973801982768	-100.46328486992614	94.7603351908598	50.023200988028336	-198.70679814321824	232.54861674765004	271.5990733885165
72.25	261.8496834076226	1.2050981250626119e-05	7.561237818695229e-06	-6.40733753400178e-06	191.26612638560945	-100.60119457479082	94.33746992359076	50.208073559134895	-198.51513988298439	231.99393080613137	270.96189641598113
72.5	261.69734759203686	1.1843376446918964e-05	7.478984604650303e-06	-6.3287455633054116e-06	190.7030013370044	-100.7322054343233	93.89081113199414	50.35157125339131	-198.3645412242917	231.45886543777965	270.49961257671436
72.75	261.567812165447	1.1648772030776616e-05	7.41064801423054e-06	-6.2330784754075385e-06	190.15132175821702	-101.0076230863376	93.4784146160624	50.68741721643885	-198.2081822108503	230.9298314118428	269.948949098236
73.0	261.4391857348836	1.1463712138363843e-05	7.366439080407542e-06	-6.066763743373937e-06	189.6079395795685	-101.47373570945929	93.1749409223758	51.34369532738617	-198.0289105428418	230.39807966811185	269.2334793929412
73.25	261.3199955728145	1.1303303791509701e-05	7.361944666674054e-06	-5.796840674797504e-06	189.07627613213506	-102.27676379848458	93.16084958268068	52.62003845134022	-197.88139221080937	229.87696983146864	268.49834784374326
73.5	261.2124954434535	1.117481994962212e-05	7.365776189170326e-06	-5.711945566586524e-06	188.55317916688415	-102.3066380527821	92.80505622498505	52.76525767439774	-197.73188753014722	229.42203830188615	268.0044886498443
73.75	261.14236181819183	1.1143569204391345e-05	7.44797508848068e-06	-5.578998365344906e-06	188.04135827009802	-102.63015878595114	92.85240107614962	53.5811393414467	-197.70312371957365	229.01597549933447	267.7712633962127
74.0	261.03011524704203	1.0937094438808026e-05	7.358309874889594e-06	-5.302691286667192e-06	187.53916703086554	-102.97305848364611	92.91713812043189	54.41167519046095	-197.57969349095782	228.4985138138462	267.19671260309684
74.25	260.8745711810766	1.077714021330992e-05	7.334890566246213e-06	-5.086419944613161e-06	187.04576092247052	-103.41680062990478	92.77479187375388	55.10831151350972	-197.39615541146256	227.86059271330834	266.4953303374578
74.5	260.6766765380418	1.0690758368488475e-05	7.377287957234459e-06	-4.991202339764311e-06	186.562589885953	-103.55355315833889	92.3756391123398	55.222384427172095	-197.13844658620084	227.15043335858795	265.68793153844047
74.75	260.43617011998066	1.0636385388803499e-05	7.4367670647407545e-06	-4.947078050225947e-06	186.08801165291308	-103.42762842764832	91.84331238595298	54.927697678869016	-196.78628259193763	226.35463779851773	264.69721791799594
75.0	260.15956798792683	1.0491969554441474e-05	7.422473416019504e-06	-4.682325631592807e-06	185.62315294624173	-103.7466042028173	91.68889027305158	55.4488051468927	-196.34815294054516	225.43673086967829	263.2362551890052
75.25	259.9165183121145	1.0313745750320218e-05	7.372496020467457e-06	-4.304883281978028e-06	185.1664498893291	-104.26935011518063	91.76220288530558	56.40512225690464	-195.94953708141395	224.53871536773096	261.75363939082246
75.5	259.8158496737304	1.0352263881022222e-05	7.483808070519935e-06	-4.328199034619507e-06	184.71825756688705	-104.11049242307625	91.35678178827274	56.218220511153596	-195.81445791979678	223.9825837649836	261.41232068866043
75.75	259.7758572617497	1.0386750802518188e-05	7.587726331804489e-06	-4.3335502812534075e-06	184.28063285807949	-103.98710467873079	90.91064843332776	56.0630844833333	-195.87887548456445	223.75589341940835	261.5251541157964
76.0	259.6719158671463	1.0320572583385895e-05	7.609312927109384e-06	-3.9442435567548735e-06	183.8507419065462	-104.39117713756657	90.87864253736123	56.84903206274743	-195.8142165421729	223.3849464411456	260.8971742904188
76.25	259.48822057053616	1.0228300147371629e-05	7.627691097621458e-06	-3.587410993091318e-06	183.43071405527445	-105.31570334676937	91.24100087117135	58.50758992419744	-195.50539599647607	222.65557026079634	259.6791915328982
76.5	259.2536055245239	1.0081675335210543e-05	7.603492546851028e-06	-3.4725506006441948e-06	183.01980137298577	-105.84292811019914	91.47669526083361	59.60778961151858	-195.16960379509106	221.7580493205978	258.5754529730361
76.75	259.0368897986483	9.849064819703502e-06	7.482291112365246e-06	-3.396583251378743e-06	182.6163712196679	-106.20865110644331	91.64425009625431	60.46914516384214	-194.88372002099638	220.87471969401943	257.6591460025399
77.0	258.86219030380227	9.515243955909249e-06	7.2295907147950905e-06	-3.07889349322044e-06	182.22204322102843	-106.69801307409475	91.8419920047245	61.50260207862594	-194.6662434504247	220.1542238552736	256.6788484661342
77.25	258.74256404311905	9.199339796834799e-06	6.986923892256789e-06	-2.814606951005583e-06	181.8359392251485	-106.78547543195774	91.78347979562787	61.890285448207415	-194.5774617267577	219.65693149219305	256.0937572921234
77.5	258.634309551096	9.031053112750274e-06	6.901243089263101e-06	-2.8504792831911736e-06	181.45728787727288	-106.53102555724908	91.49723793792678	61.69117633511359	-194.54554078480365	219.1899150760459	255.92965083630122
77.75	258.47228051992164	8.942483556938203e-06	6.902980588966859e-06	-2.829302511655572e-06	181.08769357422545	-106.85079191144972	91.61231393063888	62.42965186126032	-194.35018546310462	218.450249966136	255.20625468489052
78.0	258.25462204114854	8.790159310343724e-06	6.846990170750683e-06	-2.527706595478459e-06	180.72694067722938	-107.5515884594719	92.00411595218903	63.79618541439769	-194.07043983231318	217.49915935765708	254.0080357504656
78.25	258.06810289407093	8.524630478928486e-06	6.661323783254034e-06	-2.2556781488276496e-06	180.37370496484706	-107.66698094687749	92.22640546976072	64.40789438310854	-193.74565555538817	216.6146139276361	252.77546624680616
78.5	257.9837156468618	8.418879363028607e-06	6.6374925442510695e-06	-2.215121521918532e-06	180.029215806533	-107.49903845551005	91.93112201822716	64.25229721554287	-193.56136986479186	216.13185708955191	252.07701306783065
78.75	257.90015213450806	8.31434510219985e-06	6.605851277203396e-06	-2.187748446063754e-06	179.69300323193792	-107.37049362710754	91.665590261769	64.16696079169915	-193.4936862193028	215.81159958141342	251.70271290776716
79.0	257.7524908529927	8.127351485266985e-06	6.4777672768979866e-06	-1.8422921287945944e-06	179.36494696451808	-107.69886395913886	91.74500708799575	64.86580185561176	-193.33413486237032	215.37438684417745	250.76522305524983
79.25	257.6446410634237	7.976507820009538e-06	6.382893130600447e-06	-1.6207295711478157e-06	179.04389995780846	-107.74381519570575	91.70586225478756	65.14408497077426	-193.20549352136499	214.96026424146504	250.07733271006663
79.5	257.6103803870727	7.893223041070882e-06	6.3632311867165295e-06	-1.6086193142967376e-06	178.73143537554085	-107.64170240880519	91.55701524886373	65.15404929000812	-193.12057605924022	214.6198894688359	249.77823169683535
79.75	257.53400812429186	7.817081264244116e-06	6.351930994502071e-06	-1.6120554143658463e-06	178.42675014841822	-107.62370579152532	91.36406698205413	65.20843744484311	-192.96480416673614	214.30319143344298	249.327445574989
80.0	257.3876047617812	7.70358122592603e-06	6.2910057205317495e-06	-1.5220527131444239e-06	178.12988688971348	-107.83196449453652	91.23363937726214	65.56427025203855	-192.7647628427424	214.00466250488486	248.62306609609493
80.25	257.3719631808166	7.605441074918564e-06	6.212290458368139e-06	-1.3689398156526207e-06	177.83954334661593	-108.10771431083653	91.0834779745583	65.97003574346438	-192.5972943206813	213.78469452030023	248.02020974569973
80.5	257.40519588540604	7.516323787389941e-06	6.148880922396486e-06	-1.3961297996531836e-06	177.55828146594803	-107.97754741550418	90.54407162275218	65.57279346097532	-192.6654972032205	213.7953747571555	248.3113930467074
80.75	257.29189584817965	7.426637375437222e-06	6.107477825749136e-06	-1.390866629887443e-06	177.28606488536377	-108.04062487927978	90.19972244871789	65.55718090663305	-192.46390544602764	213.69645209357793	247.68430994688413
81.0	257.30679227012985	7.39449864958884e-06	6.07775638694907e-06	-1.3017734598279973e-06	177.02016069216666	-108.256005748816	89.89946278996325	65.73788585518082	-192.36958631092074	213.7672764780284	247.390496981063
81.25	257.27023065358185	7.374882970598001e-06	6.0755577923837e-06	-1.280249191157906e-06	176.76189325490108	-108.1357150863033	89.421826234641	65.4103457244393	-192.280948850247	214.00521427727855	247.12423869786574
81.5	257.23148796580574	7.366375748297029e-06	6.088112479222142e-06	-1.290902055794299e-06	176.51165905999235	-107.72408564464038	88.80240714017879	64.64514917636991	-192.2225580440059	214.35984773808474	246.98437510906496
81.75	257.2588831935521	7.357434008536318e-06	6.092350602253864e-06	-1.3188132543671748e-06	176.26863711816964	-107.23416622551704	88.1414151994442	63.73944858667665	-192.2409786453157	214.74015378286632	247.15487725518446
82.0	257.30700997210954	7.343213887499336e-06	6.0876031407977355e-06	-1.3619897315688933e-06	176.03335384368532	-106.89981027562034	87.57966989948176	63.05807338229582	-192.2956585766033	215.05992279079135	247.4862406103398
82.25	257.32659575922986	7.329024632540927e-06	6.079437363697544e-06	-1.4089280787625534e-06	175.80555632965127	-106.59042049291318	87.02878539955938	62.39622933477165	-192.3647957769202	215.34178766582602	247.875519817098
82.5	257.3788094823849	7.346983956280949e-06	6.098976928665563e-06	-1.4231075885242414e-06	175.58428544762705	-106.39149832999283	86.47854296180806	61.853836499526594	-192.52180762522548	215.72941441317985	248.49771221274838
82.75	257.4917998617	7.433811145372533e-06	6.181874213056788e-06	-1.444781068360504e-06	175.3717515922062	-105.97602414331935	85.62381748467389	60.833181483592654	-192.77663693366154	216.3666851062045	249.3787904406471
83.0	257.5023702538994	7.439490434971372e-06	6.18885050412494e-06	-1.409413168190934e-06	175.16727050049056	-105.94320864984839	85.01079474133074	60.43220566017573	-192.96573181437222	216.95668783457464	250.00691660056987
83.25	257.55846552617606	7.442047446847274e-06	6.195306668295168e-06	-1.43116488030986e-06	174.9695056688512	-105.69610616372645	84.39985802446115	59.78225048183923	-193.2116224498083	217.46782770553332	250.9063737401525
83.5	257.6722893935748	7.469765871511969e-06	6.224995242271515e-06	-1.4932846697463613e-06	174.77911679514526	-105.23854900218325	83.7594465660069	58.85574981831707	-193.48238620889856	217.8865929194526	252.00148109338195
83.75	257.69666251320757	7.4128033994903725e-06	6.174418747450961e-06	-1.5256983629516975e-06	174.595975896849	-105.03105314070973	83.27701829030329	58.322948321339105	-193.55730509173543	218.1220054857694	252.41383783790653
84.0	257.6559677553226	7.312169911904169e-06	6.0904366185015475e-06	-1.5336574399254605e-06	174.4201917075107	-105.0687914395356	82.85391480788479	58.105062801742534	-193.51775380871416	218.33597361282042	252.37718630179936
84.25	257.6352062129454	7.246417649007538e-06	6.043081977027706e-06	-1.530683031391842e-06	174.25198126407733	-105.12766215126999	82.34634966811069	57.83635888784451	-193.493059979186	218.61599937190812	252.36054965415192
84.5	257.62812732364773	7.184872059197265e-06	5.989748361189959e-06	-1.5253014259938814e-06	174.0903404206124	-105.1335094917273	81.86542815993707	57.52709237661855	-193.46611922884372	218.8164389399185	252.35308707771162
84.75	257.60920954734434	7.1239372804438455e-06	5.945126018924021e-06	-1.5205886547846236e-06	173.9362931845689	-105.11153292282393	81.55838776720512	57.32925326795323	-193.41734099119972	218.80155085287504	252.2799347920805
85.0	257.6004502261307	7.064639257655958e-06	5.899139313789496e-06	-1.520108790630259e-06	173.7890637258489	-105.05649675316967	81.37870448819791	57.197706083467075	-193.36437952378586	218.63299510690507	252.22226110134505
85.25	257.5778666216485	7.0292969776940115e-06	5.873425574272016e-06	-1.519044932162017e-06	173.65047865035493	-105.00252688237164	81.20881948713156	57.07276456599298	-193.30641231972788	218.48357327807855	252.11940022051576
85.5	257.56623992027573	6.998410579294296e-06	5.855681316227063e-06	-1.5218277181874407e-06	173.5192609462298	-104.98330020901349	80.94131405229238	56.90448464027094	-193.28973882949452	218.5516313972418	252.1050008961112
85.75	257.5468394416978	6.973188218113632e-06	5.83846500204968e-06	-1.5185261055121999e-06	173.39381665083897	-104.9547639549314	80.63263880184829	56.68948264703805	-193.27111613850494	218.6708257503896	252.0669541066363
86.0	257.5192082075092	6.947216575395381e-06	5.817058952956788e-06	-1.498782564893041e-06	173.27671397368664	-104.98030131776083	80.43180630806167	56.62295724459792	-193.23399116287473	218.71193971861737	251.96832695383486
86.25	257.48981928141325	6.9258389153262894e-06	5.799657115192523e-06	-1.4768088781779163e-06	173.16570947196993	-105.0033275753872	80.3095536716708	56.61752711241041	-193.18747534136588	218.64872427606736	251.84755851448023
86.5	257.46164759577925	6.916372452262997e-06	5.7925933899145735e-06	-1.4676874068596626e-06	173.06308009443606	-104.96811459408204	80.18124608855443	56.53568976226086	-193.14267509302675	218.5232439124116	251.73988173995997
86.75	257.4313497909238	6.908808828544249e-06	5.7847613810663105e-06	-1.4597816718677394e-06	172.96682664633101	-104.93545874827741	80.06050264398178	56.46216415959915	-193.1001619329996	218.3988230537226	251.62769040823616
87.0	257.3907661029982	6.868227374604328e-06	5.750335623073362e-06	-1.4167231624855833e-06	172.87781830947966	-104.95051761386587	79.96505181454526	56.46426143162305	-193.0520172540965	218.30074803385003	251.4452178539297
87.25	257.3363473559264	6.836392100583292e-06	5.716759961122367e-06	-1.362168157826506e-06	172.79558728123254	-104.98976838921797	79.91010704869102	56.52559156179771	-192.9866023036061	218.1870119508473	251.19091061252993
87.5	257.30642579215635	6.822124311857575e-06	5.704828343439212e-06	-1.3564251583760304e-06	172.72106621394943	-104.955564988559	79.82604680135364	56.47079482765509	-192.95319258280412	218.09027131150773	251.09370516218905
87.75	257.2758371663141	6.810172007863965e-06	5.697060204467339e-06	-1.3548351077646235e-06	172.6531307104361	-104.91105271989028	79.76322155829673	56.416717160471144	-192.9174896898674	217.98270443596073	251.00137957657378
88.0	257.2164572635847	6.780589204043455e-06	5.662285080073853e-06	-1.3001272664545681e-06	172.59311811402236	-105.00695678578808	79.85977840174486	56.65484463162095	-192.8369315281039	217.8314485243195	250.72109619299678
88.25	257.1668499749877	6.750376133556291e-06	5.630200526681695e-06	-1.2624781275304755e-06	172.54078432095875	-105.06375002231313	79.89495623316003	56.79043380717781	-192.7840301543707	217.70501767808022	250.50996856715173
88.5	257.1342655453863	6.732714743898563e-06	5.611678686938803e-06	-1.2551316721108643e-06	172.4944030814488	-105.04740803803121	79.84395950936543	56.76521773962033	-192.7644935522321	217.6002105313636	250.402606074816
88.75	257.0985941748515	6.718259902252119e-06	5.591428149492274e-06	-1.2405101102207815e-06	172.45485405097668	-105.04318669395586	79.82540543223169	56.777768524792414	-192.73771802208842	217.46007976798776	250.26126169812684
89.0	257.04630168557986	6.686236459828779e-06	5.553647726454916e-06	-1.1941618523258934e-06	172.42297721130464	-105.08710346102595	79.89275293273295	56.91416804893192	-192.6829893912104	217.24896567879648	250.00984490991172
89.25	256.98304854106175	6.653722185529953e-06	5.512822717463242e-06	-1.1240596624956756e-06	172.39681702576485	-105.1907681707189	80.04571644173964	57.18906779108755	-192.60582427324823	216.9989918143068	249.66936308719846
89.5	256.95993335698483	6.6615124798368395e-06	5.506941444645932e-06	-1.1260705798699848e-06	172.3796742681542	-105.17011367118883	80.07470318330343	57.20749199681624	-192.58256561015267	216.81626810647109	249.5713797321017
89.75	256.95642417665596	6.683680298607361e-06	5.514720349503811e-06	-1.1268442233577448e-06	172.36958029924781	-105.1622074687583	80.08298522078543	57.21466569401396	-192.57651618115958	216.73539641050698	249.5421514986592
90.0	256.952302690796	6.678049344622821e-06	5.497487074402992e-06	-1.1267836489762278e-06	172.36733077916597	-105.18277858560768	80.09346145181506	57.250665527165516	-192.568858330997	216.70413109002536	249.52889642717201
=======
Selection of zonal-annual-mean climate variables from ERA5 

 Reference for ERA5: Hersbach, H., Bell, B., Berrisford, P., Biavati, G., Horányi, A., Muñoz Sabater, J., Nicolas, J., Peubey, C., Radu, R., Rozum, I., Schepers, D., Simmons, A., Soci, C., Dee, D., Thépaut, J-N. (2023): ERA5 monthly averaged data on single levels from 1940 to present. Copernicus Climate Change Service (C3S) Climate Data Store (CDS), DOI: 10.24381/cds.f17050d7 (Accessed on 28-02-2024) 
 
Latitude	Surface Air Temperature (K)	Precipitation (kg m-2 s-1)	Snowfall (kg m-2 s-1)	Evaporation (kg m-2 s-1)	Incoming Shortwave Radiation TOA (W m-2)	Outgoing Shortwave Radiation TOA (W m-2)	Incoming Shortwave Radiation SFC (W m-2)	Outgoing Shortwave Radiation SFC (W m-2)	Outgoing Longwave Radiation TOA (W m-2)	Incoming Longwave Radiation SFC (W m-2)	Outgoing Longwave Radiation SFC (W m-2)
-90.0	226.75232257762949	1.9595641555269006e-06	1.9622142906226776e-06	8.315356577966524e-08	172.4016310595578	-122.59864855030197	129.37535585437212	108.14975359840626	-144.59558178156178	109.99793922659644	146.84576738583473
-89.75	226.95867169238272	1.930827215907915e-06	1.9358447508750885e-06	8.566205295698858e-08	172.40388519930417	-122.56507693066253	129.3651175159874	108.14311619141833	-144.9250705582652	110.21369380943288	147.5176185023499
-89.5	226.95987872908748	1.913500781619472e-06	1.9186495013122863e-06	8.952418943252387e-08	172.41386974869218	-122.57726295094487	129.37755169927166	108.15342321176847	-144.93117527289522	110.12622627839875	147.51886407256123
-89.25	226.8883884228061	1.85986897365883e-06	1.8654086145311672e-06	9.010882469384525e-08	172.43099081119746	-122.60246044906312	129.35224147354884	108.13321156887311	-144.85338296972745	109.94989849936682	147.409180230126
-89.0	226.75370407133212	1.8150737761601303e-06	1.820622436568208e-06	9.266590411463578e-08	172.45735164762417	-122.63353253804335	129.37045488840462	108.14876446379492	-144.66307042710247	109.68319931526732	147.07563653944163
-88.75	226.74606920973633	1.7463472678536971e-06	1.751843832157738e-06	9.675965980905194e-08	172.488989424208	-122.66139641649494	129.48320704267982	108.24131758166675	-144.60527677961926	109.44594856997784	147.09475753972782
-88.5	226.95704906539763	1.689388640428568e-06	1.6945925330309997e-06	1.0200106068464864e-07	172.52838874050818	-122.68496116644488	129.71775207276863	108.43317756402426	-144.80175514553065	109.30030023323468	147.70682838189236
-88.25	227.36886053054573	1.660639153903099e-06	1.6654978337315708e-06	1.0527973422316523e-07	172.57462233329804	-122.69915146259198	129.98462132450987	108.65163967032782	-145.22922682137514	109.31203401757926	148.83142078486486
-88.0	227.89582310926522	1.655535930059203e-06	1.6603174648625754e-06	1.043749947671592e-07	172.62762787640054	-122.69528923354454	130.11853344385437	108.76241869000889	-145.81157639143504	109.58445626260958	150.23693359517816
-87.75	228.448235316589	1.6658065490527006e-06	1.6705479940458014e-06	9.974959030627108e-08	172.68775574972173	-122.67122083503398	130.06990405420117	108.7252181600904	-146.4713929825405	110.12945085259376	151.7174809311576
-87.5	229.00993751389646	1.694962471845351e-06	1.6990279686521321e-06	9.244054434719352e-08	172.7553990063599	-122.63936166870931	130.0055906820412	108.67568889330992	-147.1559777551198	110.77601746425329	153.21661012730272
-87.25	229.58168211825148	1.7115980616273644e-06	1.7154161375337653e-06	8.286415764212467e-08	172.82979924024	-122.6087802610256	130.0738169342432	108.7344881679844	-147.83214325555517	111.35850616904133	154.70234639230796
-87.0	230.12696547955767	1.7205181789303397e-06	1.7246796390350004e-06	7.852800838576105e-08	172.91172325883178	-122.58589625640462	130.34232847262876	108.95663962273926	-148.45517554310703	111.80624283662482	156.09220261598304
-86.75	230.63163885374016	1.7044087385082048e-06	1.7084236308377766e-06	6.822484941996145e-08	173.00088662205175	-122.56959547590478	130.61374494341186	109.18159237596076	-148.95175433008217	112.26637085785151	157.1968202406782
-86.5	231.13791618254916	1.7343873408481045e-06	1.73841460922214e-06	5.932728682477277e-08	173.0969798515265	-122.57369086639947	130.7145199418723	109.26801192262946	-149.33661866005045	112.8555924256314	157.98552842414776
-86.25	231.57783561510126	1.8343634741746832e-06	1.8384603616836072e-06	6.063318711949183e-08	173.19958654227963	-122.57888247774285	130.69692676938232	109.25857928321501	-149.61644574831104	113.58767333751696	158.44936928518456
-86.0	232.0777834259314	2.0296479155013417e-06	2.0334803380517267e-06	6.473412489774738e-08	173.3104270777457	-122.5630620716934	130.63860455477345	109.21659967222327	-150.00916014931238	114.59494003567838	159.22187558322548
-85.75	232.76263101749342	2.2361933991918544e-06	2.2402530082428212e-06	4.436207058546288e-08	173.42775887310538	-122.50957121138991	130.58219441032804	109.176836178209	-150.7617925202877	116.05420802332459	161.09395377129684
-85.5	233.54346299999875	2.327227176291071e-06	2.331421995470275e-06	-4.9249109921718666e-08	173.55254243924702	-122.42649720581598	130.509748202473	109.12460719997236	-151.77802690519394	117.84538294347317	163.79533545242816
-85.25	234.14396229803504	2.2715739898940547e-06	2.275295420012669e-06	-2.0410684826124772e-07	173.6848651552855	-122.34190032795117	130.35730224317612	109.00766546210382	-152.56935494752938	119.48255559008669	165.7136960551806
-85.0	234.56578409179247	2.140445619707332e-06	2.1442127942739565e-06	-2.436000652375176e-07	173.82325773096696	-122.27439204817553	130.02092743352657	108.74121651089776	-153.15982599646722	120.81060581359577	166.72996682572196
-84.75	235.065957042906	2.129366655025152e-06	2.133286094282062e-06	-2.1447458974706727e-07	173.9703815614925	-122.2270378312227	129.68064819711645	108.47167686576769	-154.08091065039784	122.15436813830024	168.58735683571987
-84.5	235.4772890280958	2.1661181977929234e-06	2.170119206643728e-06	-1.8169417547503705e-07	174.12440819618547	-122.20732076513907	129.56066844709449	108.38124839358021	-154.81496169954002	123.15106598555319	169.96350675246254
-84.25	235.62276539548424	2.1594762658171878e-06	2.1634899714102734e-06	-1.2750584147044566e-07	174.28574921002397	-122.21470780194885	129.6972136917064	108.49966859679176	-155.23509451291955	123.76627867465758	170.5618157807149
-84.0	235.63025822082184	2.113480530789666e-06	2.117479609738676e-06	-7.42528783007823e-08	174.45422156162417	-122.24567856638556	129.93041763517581	108.69678672628139	-155.47912899052224	124.16508870296266	170.76343688660577
-83.75	235.64875608197318	2.0855273147087882e-06	2.089285546007676e-06	-4.497006987593168e-08	174.6301596783593	-122.2927402256435	130.04873471184257	108.80034733484094	-155.7488632064201	124.60798432513543	171.07954903685547
-83.5	235.7003715898194	2.0668369916155684e-06	2.070776746426111e-06	-3.0805603824931555e-08	174.81300913352624	-122.35108788949852	130.0372145301634	108.79792882594458	-156.02299021993358	125.10485810202796	171.4232171077985
-83.25	235.80766141129135	2.0636147833563976e-06	2.0676799046459466e-06	-1.7512264366145125e-08	175.00345054885022	-122.41923652756921	129.99576892440163	108.77150326886327	-156.28828708104027	125.63682554457579	171.78684073029743
-83.0	235.9628733050214	2.0700239976730598e-06	2.0739883175138655e-06	-2.082280387962067e-09	175.20135729904072	-122.48998627896286	129.9810683663815	108.76794732833748	-156.57861614298562	126.25059460956086	172.26056201106618
-82.75	235.9835793204933	2.06400607176624e-06	2.0677813117162388e-06	1.22191836517291e-08	175.4059995546016	-122.56305248374372	130.0123798789217	108.80205717034283	-156.70452507611998	126.8296226058608	172.37779874569654
-82.5	235.94957028962196	2.032989925594927e-06	2.0367871999053986e-06	1.9554997213751608e-08	175.61806088935018	-122.65185763028124	130.065684503969	108.85421343607037	-156.83384329184415	127.3724320675934	172.5479035728151
-82.25	235.99151173309423	2.0112658316033995e-06	2.0152414206877875e-06	2.1411707615409752e-08	175.838932445203	-122.77377617794167	130.12229079019636	108.9091825251762	-156.96299188678378	127.74354412457399	172.719823284113
-82.0	236.11082584028983	1.9962064645743732e-06	2.000368987687278e-06	2.226264847107589e-08	176.06767924891724	-122.91622197216515	130.2061357931931	108.98593472675306	-157.15123187519205	128.0529670847927	173.04902942246585
-81.75	236.22093172069782	1.987861949494088e-06	1.9920674745783163e-06	2.176573621745958e-08	176.30273007116824	-123.06875958755514	130.34135417059085	109.10515650734673	-157.34455244616257	128.31678179852614	173.42643785698948
-81.5	236.2268848774755	1.9831706705510653e-06	1.9873209502479257e-06	2.6172797638275676e-08	176.5459689136123	-123.22964084634857	130.5386392465324	109.27537318567911	-157.43044459817378	128.50057547309095	173.58952759100958
-81.25	236.1196797466566	1.983351692967308e-06	1.987764383135023e-06	3.657202054146953e-08	176.79624259483256	-123.39798056084031	130.76853493832078	109.4722959477248	-157.34801681720984	128.60325047789618	173.37448303565952
-81.0	235.98164249952288	1.9866359950567554e-06	1.9913293666122417e-06	4.898901174952204e-08	177.05427277985686	-123.57859430976954	130.9710257675533	109.64698535179106	-157.18067300552235	128.68229161875763	172.93958342180028
-80.75	235.93609192635793	2.0126993416549096e-06	2.0172777478346027e-06	5.772700246595657e-08	177.3192909569222	-123.77257398531003	131.10798826041128	109.76788659295886	-157.10574827378812	128.85131139392044	172.70558363909808
-80.5	235.99923879580925	2.0786030907275673e-06	2.083153742569148e-06	5.6927359869317454e-08	177.59167262256497	-123.97342349741203	131.23397338475448	109.87997598637483	-157.1870653766791	129.1457981205352	172.89393381680478
-80.25	236.04089967512368	2.153634961077554e-06	2.1580043458047176e-06	4.172613107134178e-08	177.87437446299728	-124.17575483133481	131.41388353461272	110.03665892222347	-157.31542649749753	129.53908803695595	173.30243302645027
-80.0	235.9404510348065	2.2205242142444598e-06	2.224906836672448e-06	5.2791974605740166e-08	178.16331714859228	-124.3744292495986	131.6553855718697	110.24457132322709	-157.22399810304682	129.86776382783154	173.09207926719267
-79.75	235.97269686190677	2.3182350541020285e-06	2.322725579420589e-06	6.309723884769096e-08	178.46017284007962	-124.57887051796178	131.88502706102975	110.4435168838649	-157.2159280136761	130.29628798915078	173.14995663608352
-79.5	236.1183080253018	2.4664363456429677e-06	2.470746300619171e-06	6.681539183294685e-08	178.76476750171253	-124.79568307760779	132.00391501811436	110.5517629564286	-157.31207730534211	130.84122612356296	173.4822295840879
-79.25	236.28601792441918	2.6718837225318857e-06	2.6760989885753135e-06	6.400208046115714e-08	179.07766523431508	-125.02519486202421	132.07051455242222	110.6171726254695	-157.4800818429533	131.45178076447752	173.97081939697856
-79.0	236.4771588913533	2.9178075927734002e-06	2.922053997897822e-06	5.6035978218582714e-08	179.39793029172543	-125.26691804817092	132.17475278482306	110.7135644400732	-157.67292531610602	132.06283318147064	174.54380699076177
